country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,year,month,day,hour
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2025-11-27 09:00:00,26.181742,91.78063,PM2.5,36.0,295.0,129.0,2025,11,27,9
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2025-11-27 09:00:00,26.181742,91.78063,PM10,32.0,156.0,94.0,2025,11,27,9
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2025-11-27 09:00:00,26.146529,87.454184,NH3,5.0,9.0,7.0,2025,11,27,9
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2025-11-27 09:00:00,26.146529,87.454184,SO2,36.29704855601396,102.24436686766106,62.67153284671533,2025,11,27,9
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-11-27 09:00:00,25.5626095,84.663264,NH3,1.0,1.0,1.0,2025,11,27,9
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2025-11-27 09:00:00,25.5626095,84.663264,OZONE,7.0,15.0,8.0,2025,11,27,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2025-11-27 09:00:00,24.75746,84.366208,NO2,7.0,8.0,8.0,2025,11,27,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2025-11-27 09:00:00,24.75746,84.366208,OZONE,5.0,42.0,17.0,2025,11,27,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2025-11-27 09:00:00,25.697189,85.2459,PM10,60.0,164.0,95.0,2025,11,27,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2025-11-27 09:00:00,25.697189,85.2459,NO2,26.0,49.0,36.0,2025,11,27,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2025-11-27 09:00:00,25.697189,85.2459,NH3,5.0,11.0,9.0,2025,11,27,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2025-11-27 09:00:00,25.560083,87.553265,CO,48.0,98.0,71.0,2025,11,27,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2025-11-27 09:00:00,26.0881305,87.93840336,NO2,9.0,13.0,11.0,2025,11,27,9
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2025-11-27 09:00:00,27.308328,84.531742,CO,32.0,34.0,33.0,2025,11,27,9
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2025-11-27 09:00:00,26.63086,84.90051,SO2,2.0,3.0,2.0,2025,11,27,9
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2025-11-27 09:00:00,25.376776,86.471523,NO2,4.0,5.0,5.0,2025,11,27,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-11-27 09:00:00,26.1403345,85.3650192,PM10,59.0,81.0,76.0,2025,11,27,9
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2025-11-27 09:00:00,25.42742023,86.13886079,CO,12.0,32.0,30.0,2025,11,27,9
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2025-11-27 09:00:00,26.80365,84.51954,PM10,47.0,159.0,98.0,2025,11,27,9
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2025-11-27 09:00:00,26.80365,84.51954,NH3,1.0,1.0,1.0,2025,11,27,9
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2025-11-27 09:00:00,25.265194,87.012947,NO2,7.0,8.0,7.0,2025,11,27,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2025-11-27 09:00:00,26.446912,91.439057,NO2,14.0,18.0,15.0,2025,11,27,9
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2025-11-27 09:00:00,24.82827,92.79525,NO2,17.0,20.0,19.0,2025,11,27,9
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2025-11-27 09:00:00,24.82827,92.79525,SO2,5.0,6.0,6.0,2025,11,27,9
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2025-11-27 09:00:00,26.987634,94.636574,NO2,20.0,34.0,25.0,2025,11,27,9
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2025-11-27 09:00:00,16.554731,80.64911,PM10,32.0,57.0,37.0,2025,11,27,9
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-11-27 09:00:00,25.892357,86.590325,PM2.5,44.0,224.0,103.0,2025,11,27,9
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-11-27 09:00:00,25.892357,86.590325,PM10,62.0,153.0,102.0,2025,11,27,9
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2025-11-27 09:00:00,25.892357,86.590325,SO2,15.0,17.0,16.0,2025,11,27,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-27 09:00:00,25.859655,85.77944,PM2.5,38.0,160.0,67.0,2025,11,27,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-27 09:00:00,25.859655,85.77944,PM10,39.0,120.0,65.0,2025,11,27,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-27 09:00:00,25.859655,85.77944,SO2,20.0,28.0,25.0,2025,11,27,9
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2025-11-27 09:00:00,25.859655,85.77944,CO,2.0,12.0,6.0,2025,11,27,9
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-11-27 09:00:00,24.952822,84.002396,PM10,103.0,323.0,162.0,2025,11,27,9
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2025-11-27 09:00:00,24.952822,84.002396,SO2,36.29704855601396,102.24436686766106,62.67153284671533,2025,11,27,9
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2025-11-27 09:00:00,26.2271665,84.3570427,NO2,1.0,5.0,1.0,2025,11,27,9
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2025-11-27 09:00:00,30.735567,76.775714,PM2.5,38.0,263.0,138.0,2025,11,27,9
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2025-11-27 09:00:00,30.735567,76.775714,PM10,41.0,191.0,107.0,2025,11,27,9
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2025-11-27 09:00:00,30.735567,76.775714,NO2,34.0,177.0,81.0,2025,11,27,9
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2025-11-27 09:00:00,30.735567,76.775714,SO2,4.0,69.0,14.0,2025,11,27,9
