country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","27-11-2025 09:00:00",23.5087640,87.3544400,SO2,4,5,4
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","27-11-2025 09:00:00",28.6245479,77.3577104,PM2.5,142,429,329
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","27-11-2025 09:00:00",28.569230,77.393848,PM2.5,274,500,413
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","27-11-2025 09:00:00",28.569230,77.393848,NO2,43,119,75
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","27-11-2025 09:00:00",28.569230,77.393848,SO2,11,28,19
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","27-11-2025 09:00:00",25.425602,81.917152,PM10,104,274,166
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","27-11-2025 09:00:00",25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","27-11-2025 09:00:00",28.83526,78.74460,PM2.5,42,249,122
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","27-11-2025 09:00:00",28.83526,78.74460,NO2,29,29,29
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","27-11-2025 09:00:00",28.83526,78.74460,NH3,5,5,5
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","27-11-2025 09:00:00",28.88528,78.73880,NO2,16,16,16
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","27-11-2025 09:00:00",28.856664,78.772638,PM2.5,65,131,90
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","27-11-2025 09:00:00",28.856664,78.772638,NH3,6,15,6
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","27-11-2025 09:00:00",25.494,81.863,NH3,8,8,8
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","27-11-2025 09:00:00",25.494,81.863,SO2,27,45,34
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","27-11-2025 09:00:00",25.3505986,82.9083074,CO,2,22,13
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","27-11-2025 09:00:00",22.556640,88.342674,SO2,10,41,18
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","27-11-2025 09:00:00",22.49929,88.36917,SO2,4,7,5
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","27-11-2025 09:00:00",22.627847,88.380669,OZONE,2,129,14
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","27-11-2025 09:00:00",22.5448082,88.3403691,PM2.5,233,344,306
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","27-11-2025 09:00:00",22.5448082,88.3403691,PM10,128,182,149
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","27-11-2025 09:00:00",26.987634,94.636574,CO,13,78,38
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","27-11-2025 09:00:00",26.146529,87.454184,NO2,1,84,24
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","27-11-2025 09:00:00",25.5626095,84.663264,SO2,8,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","27-11-2025 09:00:00",25.5626095,84.663264,CO,42,68,55
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-11-2025 09:00:00",24.75746,84.366208,NH3,1,2,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-11-2025 09:00:00",24.75746,84.366208,SO2,11,18,14
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","27-11-2025 09:00:00",24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-11-2025 09:00:00",25.42742023,86.13886079,PM2.5,19,153,41
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","27-11-2025 09:00:00",11.654054,92.734055,OZONE,2,8,5
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","27-11-2025 09:00:00",16.5150833,80.5181667,PM2.5,192,318,262
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","27-11-2025 09:00:00",16.5150833,80.5181667,PM10,132,226,161
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","27-11-2025 09:00:00",14.675886,77.593027,PM2.5,52,138,88
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","27-11-2025 09:00:00",13.204880,79.097889,NO2,18,26,23
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","27-11-2025 09:00:00",13.204880,79.097889,NH3,5,6,5
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","27-11-2025 09:00:00",13.204880,79.097889,CO,10,54,33
India,Bihar,Munger,"Town Hall, Munger - BSPCB","27-11-2025 09:00:00",25.376776,86.471523,PM2.5,75,273,124
India,Bihar,Munger,"Town Hall, Munger - BSPCB","27-11-2025 09:00:00",25.376776,86.471523,NH3,5,7,6
India,Bihar,Munger,"Town Hall, Munger - BSPCB","27-11-2025 09:00:00",25.376776,86.471523,SO2,12,19,15
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.11442,85.39813,PM10,52,112,90
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.11442,85.39813,NO2,28,57,39
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.1403345,85.3650192,PM2.5,77,98,94
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.1403345,85.3650192,CO,44,66,49
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.1209,85.3647,PM2.5,88,130,112
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-11-2025 09:00:00",14.465052,78.824187,PM2.5,50,65,61
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","27-11-2025 09:00:00",14.465052,78.824187,SO2,13,17,16
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","27-11-2025 09:00:00",13.67,79.35,PM2.5,98,237,179
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","27-11-2025 09:00:00",13.67,79.35,SO2,5,7,6
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","27-11-2025 09:00:00",13.615387,79.409230,SO2,12,18,14
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","27-11-2025 09:00:00",13.615387,79.409230,CO,20,31,24
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","27-11-2025 09:00:00",16.536107,80.594233,PM10,71,147,86
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","27-11-2025 09:00:00",25.42742023,86.13886079,OZONE,7,43,8
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-11-2025 09:00:00",25.251013,86.989001,PM2.5,38,63,53
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-11-2025 09:00:00",25.251013,86.989001,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","27-11-2025 09:00:00",25.251013,86.989001,CO,12,17,14
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","27-11-2025 09:00:00",25.204762,85.514960,PM10,32,113,69
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","27-11-2025 09:00:00",25.204762,85.514960,NO2,9,10,9
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-11-2025 09:00:00",26.446912,91.439057,PM2.5,10,73,41
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-11-2025 09:00:00",26.446912,91.439057,PM10,16,93,55
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-11-2025 09:00:00",26.446912,91.439057,SO2,6,9,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","27-11-2025 09:00:00",26.446912,91.439057,CO,20,27,22
India,Assam,Silchar,"Tarapur, Silchar - PCBA","27-11-2025 09:00:00",24.82827,92.79525,PM2.5,33,62,43
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","27-11-2025 09:00:00",26.987634,94.636574,PM10,25,91,53
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","27-11-2025 09:00:00",26.071318,91.87488,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","27-11-2025 09:00:00",26.2028636,91.70046436,NO2,1,8,4
India,Assam,Guwahati,"IITG, Guwahati - PCBA","27-11-2025 09:00:00",26.2028636,91.70046436,SO2,22,27,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","27-11-2025 09:00:00",26.10887,91.589544,OZONE,9,18,11
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","27-11-2025 09:00:00",26.187500,91.744194,CO,6,82,36
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-11-2025 09:00:00",16.509717,80.612222,NO2,39,90,60
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","27-11-2025 09:00:00",16.509717,80.612222,SO2,10,19,14
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","27-11-2025 09:00:00",16.554731,80.649110,OZONE,57,100,66
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","27-11-2025 09:00:00",17.72,83.3,NO2,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","27-11-2025 09:00:00",17.72,83.3,CO,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","27-11-2025 09:00:00",25.567520,83.966379,PM10,46,148,118
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","27-11-2025 09:00:00",25.7808257,84.7446768,PM2.5,25,87,58
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","27-11-2025 09:00:00",25.7808257,84.7446768,SO2,19,48,25
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","27-11-2025 09:00:00",24.762518,84.982348,PM2.5,31,59,38
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-11-2025 09:00:00",25.560083,87.553265,PM2.5,63,190,126
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","27-11-2025 09:00:00",25.560083,87.553265,PM10,59,121,99
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","27-11-2025 09:00:00",27.308328,84.531742,PM2.5,30,230,67
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","27-11-2025 09:00:00",28.7256504,77.2011573,CO,2,133,115
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-11-2025 09:00:00",28.5512005,77.2735737,PM2.5,199,450,349
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-11-2025 09:00:00",28.5512005,77.2735737,PM10,160,491,349
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-11-2025 09:00:00",28.5512005,77.2735737,CO,2,161,160
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","27-11-2025 09:00:00",28.5512005,77.2735737,OZONE,12,256,14
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","27-11-2025 09:00:00",28.656756,77.227234,PM2.5,164,400,331
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","27-11-2025 09:00:00",28.656756,77.227234,OZONE,5,98,5
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-11-2025 09:00:00",28.7500499,77.1112615,SO2,29,33,30
India,Delhi,Delhi,"DTU, Delhi - CPCB","27-11-2025 09:00:00",28.7500499,77.1112615,CO,30,126,117
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","27-11-2025 09:00:00",28.498571,77.264840,PM2.5,197,435,342
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","27-11-2025 09:00:00",28.498571,77.264840,OZONE,7,74,13
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-11-2025 09:00:00",21.185571,81.343175,NH3,4,4,4
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-11-2025 09:00:00",21.185571,81.343175,SO2,7,12,9
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-11-2025 09:00:00",21.185571,81.343175,CO,21,31,22
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-11-2025 09:00:00",21.185571,81.343175,OZONE,7,13,11
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","27-11-2025 09:00:00",21.224231,81.408350,SO2,24,100,54
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","27-11-2025 09:00:00",21.224231,81.408350,OZONE,6,31,9
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","27-11-2025 09:00:00",22.08815,82.13737,NO2,14,66,23
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","27-11-2025 09:00:00",22.118125,83.140608,PM2.5,50,94,63
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","27-11-2025 09:00:00",22.368195,82.746431,CO,19,34,27
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","27-11-2025 09:00:00",26.1209,85.3647,NO2,9,21,14
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-11-2025 09:00:00",25.586562,85.043586,PM2.5,77,301,174
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-11-2025 09:00:00",25.586562,85.043586,CO,16,165,54
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","27-11-2025 09:00:00",25.586562,85.043586,OZONE,7,62,7
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","27-11-2025 09:00:00",25.592539,85.227158,OZONE,8,12,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","27-11-2025 09:00:00",25.610369,85.132568,PM2.5,59,313,200
India,Bihar,Patna,"Muradpur, Patna - BSPCB","27-11-2025 09:00:00",25.619651,85.147382,PM10,102,164,131
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","27-11-2025 09:00:00",21.219665,81.630094,PM10,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","27-11-2025 09:00:00",21.219665,81.630094,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","27-11-2025 09:00:00",21.219665,81.630094,CO,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-11-2025 09:00:00",21.371751,81.664929,NO2,9,22,15
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-11-2025 09:00:00",21.371751,81.664929,SO2,1,11,5
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","27-11-2025 09:00:00",21.371751,81.664929,OZONE,3,3,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","27-11-2025 09:00:00",22.06631475,83.33820077,PM10,55,127,87
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","27-11-2025 09:00:00",22.06631475,83.33820077,NO2,25,69,38
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","27-11-2025 09:00:00",22.06631475,83.33820077,CO,21,42,30
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","27-11-2025 09:00:00",22.348441,82.549611,NO2,29,61,46
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","27-11-2025 09:00:00",22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","27-11-2025 09:00:00",22.348441,82.549611,OZONE,35,36,35
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","27-11-2025 09:00:00",22.126650,83.483212,NO2,15,40,28
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","27-11-2025 09:00:00",22.126650,83.483212,CO,16,34,24
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","27-11-2025 09:00:00",22.1910172,83.5197009,NH3,1,2,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","27-11-2025 09:00:00",22.1910172,83.5197009,OZONE,9,170,21
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","27-11-2025 09:00:00",25.599486,85.113666,NH3,1,9,5
India,Bihar,Patna,"Samanpura, Patna - BSPCB","27-11-2025 09:00:00",25.596727,85.085624,PM2.5,128,312,251
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","27-11-2025 09:00:00",25.366336,87.117468,NO2,5,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","27-11-2025 09:00:00",25.366336,87.117468,OZONE,21,45,22
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","27-11-2025 09:00:00",30.719859,76.738637,NH3,5,7,6
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","27-11-2025 09:00:00",21.194815,81.314770,OZONE,3,97,10
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","27-11-2025 09:00:00",21.185571,81.343175,PM2.5,51,122,74
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.647622,77.3158090,NO2,52,170,118
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.647622,77.3158090,OZONE,4,21,18
India,Delhi,Delhi,"Bawana, Delhi - DPCC","27-11-2025 09:00:00",28.776200,77.051074,NO2,15,115,58
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","27-11-2025 09:00:00",28.7256504,77.2011573,NO2,3,153,73
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","27-11-2025 09:00:00",25.892357,86.590325,NO2,6,8,7
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","27-11-2025 09:00:00",25.859655,85.77944,NO2,7,10,9
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","27-11-2025 09:00:00",24.952822,84.002396,PM2.5,40,98,60
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","27-11-2025 09:00:00",28.6514781,77.1473105,NO2,54,200,119
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","27-11-2025 09:00:00",28.6514781,77.1473105,CO,34,137,123
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","27-11-2025 09:00:00",28.5504249,77.2159377,PM2.5,300,398,350
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.710508,77.249485,PM2.5,270,422,353
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.710508,77.249485,NO2,22,108,57
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.710508,77.249485,SO2,6,26,12
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.710508,77.249485,CO,72,145,119
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","27-11-2025 09:00:00",28.531346,77.190156,PM10,130,234,180
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","27-11-2025 09:00:00",28.580280,77.233829,PM2.5,253,439,357
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","27-11-2025 09:00:00",28.580280,77.233829,CO,40,175,160
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","27-11-2025 09:00:00",28.5918245,77.2273074,OZONE,13,207,16
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","27-11-2025 09:00:00",28.611281,77.237738,NO2,55,198,103
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","27-11-2025 09:00:00",28.611281,77.237738,SO2,19,32,24
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","27-11-2025 09:00:00",28.611281,77.237738,CO,38,148,132
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","27-11-2025 09:00:00",28.636429,77.201067,NH3,13,43,28
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","27-11-2025 09:00:00",28.674045,77.131023,NH3,4,6,5
India,Delhi,Delhi,"Pusa, Delhi - DPCC","27-11-2025 09:00:00",28.639652,77.146275,NH3,3,8,5
India,Delhi,Delhi,"Pusa, Delhi - IMD","27-11-2025 09:00:00",28.636110,77.173332,PM2.5,197,421,342
India,Delhi,Delhi,"Pusa, Delhi - IMD","27-11-2025 09:00:00",28.636110,77.173332,CO,47,178,178
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","27-11-2025 09:00:00",28.563262,77.186937,PM10,171,483,288
India,Delhi,Delhi,"Rohini, Delhi - DPCC","27-11-2025 09:00:00",28.732528,77.119920,PM2.5,277,500,410
India,Delhi,Delhi,"Rohini, Delhi - DPCC","27-11-2025 09:00:00",28.732528,77.119920,OZONE,5,304,30
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-11-2025 09:00:00",28.684678,77.076574,NH3,9,18,14
India,Delhi,Delhi,"Mundka, Delhi - DPCC","27-11-2025 09:00:00",28.684678,77.076574,CO,22,128,102
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","27-11-2025 09:00:00",28.60909,77.0325413,PM10,171,424,243
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","27-11-2025 09:00:00",28.60909,77.0325413,OZONE,12,50,12
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","27-11-2025 09:00:00",28.570173,76.933762,SO2,4,43,13
India,Delhi,Delhi,"Narela, Delhi - DPCC","27-11-2025 09:00:00",28.822836,77.101981,PM2.5,230,500,393
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","27-11-2025 09:00:00",23.020509,72.579261,NO2,22,99,41
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","27-11-2025 09:00:00",23.016834,72.625775,PM10,98,156,123
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","27-11-2025 09:00:00",23.016834,72.625775,NH3,3,6,4
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","27-11-2025 09:00:00",23.023389,72.515201,CO,1,106,10
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","27-11-2025 09:00:00",28.567890,77.250515,NH3,13,26,19
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","27-11-2025 09:00:00",28.530785,77.271255,CO,46,138,134
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","27-11-2025 09:00:00",28.623763,77.287209,PM2.5,223,500,365
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","27-11-2025 09:00:00",28.672342,77.315260,OZONE,5,194,6
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","27-11-2025 09:00:00",28.699793,77.165453,SO2,4,22,14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","27-11-2025 09:00:00",28.699793,77.165453,OZONE,4,155,10
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","27-11-2025 09:00:00",28.5710274,77.0719006,SO2,17,50,31
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","27-11-2025 09:00:00",28.5627763,77.1180053,PM2.5,110,366,285
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-11-2025 09:00:00",22.977134,72.553024,PM2.5,68,251,124
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","27-11-2025 09:00:00",22.977134,72.553024,OZONE,17,47,25
India,Gujarat,Surat,"Science Center, Surat - SMC","27-11-2025 09:00:00",21.170046,72.795405,PM2.5,30,75,46
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","27-11-2025 09:00:00",20.362421,72.918013,PM10,29,130,71
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","27-11-2025 09:00:00",22.969611,72.643500,NH3,3,7,6
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","27-11-2025 09:00:00",22.969611,72.643500,CO,10,34,11
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","27-11-2025 09:00:00",30.379589,76.778328,OZONE,48,52,50
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-11-2025 09:00:00",28.6701,76.9254,PM2.5,63,324,222
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-11-2025 09:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","27-11-2025 09:00:00",28.6701,76.9254,SO2,7,7,7
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","27-11-2025 09:00:00",23.023389,72.515201,OZONE,1,58,20
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","27-11-2025 09:00:00",23.076793,72.627874,NH3,3,6,5
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","27-11-2025 09:00:00",21.613267,73.010555,NO2,21,25,22
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-11-2025 09:00:00",23.243639,72.68994,PM2.5,119,168,144
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-11-2025 09:00:00",23.243639,72.68994,NH3,2,3,2
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","27-11-2025 09:00:00",23.243639,72.68994,CO,7,58,17
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","27-11-2025 09:00:00",22.410802,73.097923,PM10,136,243,170
India,Haryana,Jind,"Police Lines, Jind - HSPCB","27-11-2025 09:00:00",29.307814,76.337619,PM10,102,199,133
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","27-11-2025 09:00:00",29.8006,76.4155,PM10,76,129,112
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","27-11-2025 09:00:00",29.8006,76.4155,NO2,17,33,30
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-11-2025 09:00:00",29.966942,76.875879,PM2.5,110,278,226
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","27-11-2025 09:00:00",29.966942,76.875879,PM10,106,179,153
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","27-11-2025 09:00:00",27.9002,76.9938,PM2.5,83,212,153
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","27-11-2025 09:00:00",27.9002,76.9938,PM10,92,150,127
